CTCF,H3K4me1,EZH2,ATAC,POL2,P300,H3K9me3,H3K4me3,H3K36me3,H3K27ac,Position
1.1445621,1.0194483,3.0022104,2.326372,0.47204667,2.2789013,1.3963723,1.708968,2.8361096,0.6935084,57.024
0.93340474,1.0620761,2.845983,1.2388864,0.33538616,2.1379063,1.3610511,1.9849496,2.8120606,0.6677468,57.152
0.93144923,0.9590963,2.7167878,1.4024397,0.3631545,2.1123755,1.342391,1.7143,2.8717282,0.6466595,57.28
0.72405064,0.74010617,1.9346389,1.2172384,0.2984239,1.5830777,1.1083124,1.6424513,2.7574162,0.55902433,57.408
0.31360328,0.27382165,0.71047384,2.8159919,0.120749146,0.664072,0.49208876,1.1629019,1.2410338,0.32844406,57.536
0.53718674,0.39467317,1.2241887,1.577051,0.19557898,1.0661565,0.7552005,1.0684534,1.6868817,0.41230226,57.664
0.6432851,0.65073454,2.0839653,0.6640871,0.2368794,1.587251,1.1078316,1.0575596,2.5004184,0.5069001,57.792
0.85809314,0.73005444,2.562378,0.9159928,0.30317068,1.9715378,1.2325662,1.0941335,2.5856977,0.49448115,57.92
1.0243267,0.78241456,2.7741392,1.7575624,0.33466387,2.2022715,1.3076942,1.2868907,2.321562,0.54623413,58.048
0.91110593,0.73967516,2.6509774,0.75986505,0.29497576,1.980276,1.2551309,1.2188752,2.4059844,0.490468,58.176
0.72463846,0.82633966,2.5452404,0.6996395,0.27080187,1.8027897,1.2790551,1.2174908,2.6552858,0.54954135,58.304
0.9800009,0.7659664,2.4407825,1.9501965,0.41151315,1.9486762,1.2726027,1.2779703,2.7429798,0.5832146,58.432
0.37316927,0.44576937,1.0297564,1.9245249,0.14926991,0.8332964,0.69626623,1.6605501,1.6533924,0.44644344,58.56
0.707447,0.66418356,1.7063785,2.0074508,0.26675552,1.4118892,0.9682112,1.604198,2.1997418,0.5941413,58.688
0.83566964,1.1959043,2.769651,0.97920585,0.34886748,2.0360782,1.4979868,2.0875902,3.1053607,0.82107085,58.816
0.9923378,1.2579097,2.9295316,1.5957582,0.4399337,2.1777883,1.5437317,2.2029684,3.169684,0.8370875,58.944
1.2150459,1.2778798,3.1657002,3.404715,0.55932903,2.4283001,1.5560609,2.0771158,2.9495165,0.9201378,59.072
1.0618951,1.2311119,2.992635,2.7037566,0.4973141,2.2273443,1.4969044,2.0472984,3.055899,0.85480165,59.2
0.95395947,1.0316951,2.730301,1.9335413,0.40160722,2.1266181,1.3944242,1.8783889,2.835793,0.7904827,59.328
0.8984226,1.0479361,2.5373733,1.5049459,0.40601158,1.929764,1.3890928,2.0031404,3.053,0.7502381,59.456
1.1772168,1.2593161,2.9807386,3.0008433,0.70634365,2.2474597,1.7367065,1.9296019,3.4124594,1.000259,59.584
1.065314,1.0777006,2.8406217,2.0588021,0.5517511,2.076685,1.5746336,1.7485061,3.137876,0.73780644,59.712
0.99562824,1.0033797,2.8022819,2.5315542,0.48631808,2.101829,1.4903635,1.5338471,3.0049176,0.6723977,59.84
0.8659204,0.81823885,2.6564646,1.4593183,0.36351392,2.0023608,1.3423423,1.1661716,2.726093,0.57504195,59.968
0.8485463,0.8601421,2.3910322,1.216812,0.39968893,1.867916,1.4865719,1.460365,2.9962552,0.6975564,60.096
0.7669162,0.7338274,1.7680781,1.9335593,0.3544309,1.4574656,1.1916524,1.6705023,2.5432947,0.698623,60.224
0.70993876,0.743933,1.6148337,2.9700518,0.36603206,1.3596443,1.1439798,1.820568,2.5726817,0.79007083,60.352
1.0021789,1.2516979,2.6396573,1.6210896,0.5368494,2.0509207,1.63746,2.2818635,3.5924191,1.0347416,60.48
1.3425888,1.4508832,2.8194842,1.5629628,0.62225205,2.1606822,1.8495287,2.3092015,3.6066053,1.360774,60.608
4.579506,1.3240243,3.044394,4.6549525,0.82730687,2.369215,1.8055886,2.0457115,3.6802351,1.2077191,60.736
4.0542336,1.0560672,2.8832586,3.6868668,0.6414872,2.3974733,1.6267045,1.7555943,3.2452114,0.94711673,60.864
0.9895805,0.9045026,2.5475535,1.5145583,0.37222734,2.0145683,1.3980325,1.5398278,2.9433827,0.77611727,60.992
0.91650856,0.97386336,2.6818914,1.7772884,0.42195135,2.1742163,1.576147,1.5217752,2.911831,0.88384986,61.12
0.85566103,0.6769673,1.8724214,3.375674,0.40706587,1.6506768,1.1939355,1.3755257,2.4966974,0.75113684,61.248
0.77133864,0.77222466,1.7790191,2.877652,0.409594,1.5698525,1.2769233,1.6831592,2.7333987,0.9457689,61.376
0.5590467,0.55303955,1.3697082,2.830558,0.2746128,1.2237251,0.9865064,1.4526418,2.1485074,0.62286747,61.504
0.9313336,1.1071262,2.5408452,1.895112,0.44081256,2.0995767,1.623243,2.2181942,3.0481155,1.0214173,61.632
1.0695499,1.3124286,2.7957177,1.8670828,0.48593414,2.2176707,1.6362883,2.3554769,3.0630488,1.1862614,61.76
1.1980531,1.5924317,3.12871,3.3457565,0.61282283,2.5165536,1.8393531,2.584272,3.269979,1.5061973,61.888
1.0109185,1.3696314,2.9151783,1.674364,0.42274693,2.263896,1.5357438,2.468649,2.8649962,1.1330247,62.016
0.9120916,1.414582,2.8677373,0.95860815,0.35916558,2.2222924,1.6400617,2.5108802,2.8285139,1.235326,62.144
0.93529356,1.2820252,2.7033823,1.8062733,0.38204166,2.145186,1.478935,2.2786963,2.6838863,1.1540271,62.272
0.9301569,1.2560862,2.3204117,2.4273674,0.49826992,1.8907562,1.6642447,2.1371443,2.8538194,1.5459924,62.4
0.8895855,1.3337649,2.1288953,4.584089,0.5408512,1.8328577,1.5220728,2.3455095,2.9468167,1.8562574,62.528
1.0960189,2.0662699,2.7423668,5.476229,0.7636131,2.4627655,1.830368,2.9761512,3.3499737,3.0560315,62.656
1.0986003,2.3883927,3.073939,1.891898,0.6119612,2.4755745,1.667605,3.1927052,3.2004187,2.6794488,62.784
1.0897591,2.8825347,3.3215878,4.7770295,0.6164718,3.0648394,1.7608879,3.610611,2.8657877,3.3798478,62.912
1.2450339,2.2119842,3.2378495,5.711667,0.6935338,3.0508327,1.6374282,3.0527945,3.0226946,2.7192626,63.04
1.4516125,2.6700616,3.4798498,11.8317585,0.93637145,3.8806536,1.62995,3.5649128,2.8749902,3.5776489,63.168
1.0460666,1.6727557,2.9352372,2.4860866,0.42090482,2.616954,1.4323115,2.5560725,2.4163043,1.9585071,63.296
0.7230095,1.6482251,2.6277502,1.1343882,0.2614578,2.1672812,1.3110307,2.3455043,2.1573324,2.1708078,63.424
0.77237505,1.4491055,2.5326679,2.3265474,0.29457694,2.1654131,1.2027992,2.2034633,2.0567732,1.7876319,63.552
1.2708173,2.6522467,3.364885,6.4845924,0.8875256,3.278356,1.8776109,3.441348,3.433616,3.4572353,63.68
0.7989779,1.3371242,1.9730062,4.1562033,0.37337977,1.7712297,1.2255359,2.6552112,2.391603,1.5991867,63.808
0.8404676,1.561919,1.9712642,4.2994003,0.48518217,1.733722,1.5099399,2.8848186,2.8755972,2.2356038,63.936
0.846127,1.1655338,1.8855662,3.7832634,0.46145383,1.6309012,1.4447854,2.296637,2.7658975,1.4966403,64.064
1.002192,1.6254814,2.6703134,2.3576136,0.5775695,2.1188052,1.8765635,2.4809825,3.2616396,1.9452683,64.192
2.8571892,1.7012725,2.836929,2.2774127,0.4711065,2.150217,1.7179605,2.6519346,2.7943718,1.7262104,64.32
1.8298104,1.3007622,2.7524526,2.2806177,0.5210371,2.2433908,1.6239647,2.228884,2.9717429,1.3067844,64.448
0.93617,1.2853992,2.7615056,1.5996984,0.37926304,2.153299,1.4299175,2.2103727,2.652326,1.1596733,64.576
1.0184417,1.510977,3.1133602,1.6795347,0.39437377,2.4158752,1.4980133,2.4497461,2.5617967,1.3250388,64.704
0.97958374,1.0490003,2.689253,1.4584503,0.29929802,2.1546535,1.2470993,2.0405715,2.086993,0.8426034,64.832
0.8655097,1.1067705,2.6255007,2.454732,0.33347842,2.1941574,1.1672106,2.0257246,2.0598218,1.082229,64.96
0.90211713,1.3610194,2.8772604,1.1659163,0.31720182,2.3380594,1.2511661,2.3978026,2.2403078,1.1386596,65.088
1.0335829,1.5778339,3.165072,1.4614832,0.36594564,2.59561,1.3352108,2.5997806,2.1665502,1.3536183,65.216
0.9890231,1.0171641,2.8873773,2.591246,0.29269686,2.345146,1.2157089,1.8495588,1.939518,0.8374194,65.344
0.78308505,1.0059623,2.7673895,1.5958608,0.20802157,2.2132733,1.1287669,1.490284,1.84378,0.8609236,65.472
0.9040799,1.129595,2.9184947,1.5376623,0.29907578,2.2216117,1.2081314,1.7683601,2.2468956,0.85190105,65.6
1.8404611,1.1307194,3.1265368,2.6708324,0.3987703,2.4572136,1.2948506,1.7228465,2.5035882,0.94614613,65.728
0.9248027,1.4379053,3.0649116,1.6677903,0.32194263,2.2224975,1.3253428,2.0650947,2.437109,1.0619578,65.856
1.1028144,1.1623112,3.008612,1.8258187,0.38439494,2.4331841,1.3465307,1.9522867,2.595982,1.0762771,65.984
1.0151795,1.0132211,2.7891984,3.1380725,0.3439533,2.2658184,1.2366867,1.5972738,2.2662559,0.92031074,66.112
0.86096424,0.98490226,2.6491976,1.4194698,0.2828288,2.0706441,1.2896959,1.6547885,2.3789704,0.83195066,66.24
1.0846525,1.0244586,2.6807911,2.3420208,0.4135058,2.1875844,1.3825924,1.8876705,2.5184727,0.8776075,66.368
0.9860364,0.9959265,2.2933886,3.157582,0.4496419,1.9116457,1.3332052,1.8266025,2.791878,0.98425686,66.496
0.85387236,1.1275291,2.4970737,1.3423085,0.37501124,1.9288807,1.4141461,1.9569387,3.0691211,0.90976036,66.624
0.5221758,0.5876002,1.2947274,1.8073714,0.20514488,1.0924261,0.88560665,1.7926384,2.087183,0.5742277,66.752
0.16306147,0.18625782,0.32268256,1.9201584,0.06757693,0.32576415,0.27934012,1.4495785,1.0725179,0.2863708,66.88
0.34350622,0.36649573,0.84603894,2.5272923,0.15856223,0.76623756,0.57318634,1.2531961,1.5989043,0.42589855,67.008
0.49920717,0.49895722,1.2383838,2.4689484,0.22225346,1.1131454,0.7872527,1.2669165,1.885337,0.60714203,67.136
0.27677116,0.28469867,0.6211391,1.7132133,0.104116105,0.5651127,0.4400023,1.4416544,1.3125582,0.36665618,67.264
0.42465204,0.41033447,0.97542197,1.5608937,0.14011265,0.8778951,0.62521815,1.5940685,1.5137824,0.42396167,67.392
0.8783524,0.81460094,2.5978746,1.3210231,0.3111477,2.087143,1.3052689,1.448772,2.5731225,0.64344585,67.52
0.6132175,0.6023267,2.2598217,0.7809903,0.17588742,1.710386,1.0710782,0.93196917,1.9165127,0.4548067,67.648
0.7227856,0.55191994,2.414923,0.892475,0.18893683,1.9302512,1.0435357,0.882761,1.7131237,0.42085952,67.776
0.81922096,0.6808821,2.6825132,0.899504,0.18101305,2.1270468,1.1299713,1.3419317,1.7578282,0.45412818,67.904
0.9194099,0.8311648,2.8471904,0.6895673,0.24455902,2.186931,1.2743429,1.6117738,2.2697172,0.5635701,68.032
0.8456279,0.8142207,2.8303244,0.89324313,0.20078583,2.18367,1.2331097,1.6337466,1.893867,0.53890175,68.16
0.7255534,0.6899899,2.6231706,0.95104146,0.15042815,2.062228,1.1095786,1.4461392,1.5712975,0.45928836,68.288
0.5866364,0.5700343,2.397366,0.4044247,0.11019676,1.8089638,1.0107664,1.1505256,1.3239027,0.3660344,68.416
0.6581244,0.72316545,2.5586503,0.40379968,0.15782751,1.9148512,1.1610732,1.3912379,1.929699,0.4765343,68.544
0.9296071,0.7498044,2.64538,1.1208801,0.26088652,2.1222515,1.1749188,1.4568646,2.1267252,0.5450999,68.672
1.0170121,0.6260297,2.468809,2.5555887,0.32320422,2.068034,1.1576164,1.0585362,1.9844363,0.47580194,68.8
0.67142135,0.57916033,2.1284335,0.6533489,0.20452315,1.6481726,0.9759891,0.85366416,2.005222,0.44130626,68.928
0.60238826,0.5126431,1.6745601,1.1636997,0.23250411,1.3428278,0.8871816,0.9189619,2.1200473,0.4563331,69.056
0.75827,0.51033705,1.5278001,2.11446,0.29271895,1.276813,0.88382804,1.2103314,2.0337033,0.5151812,69.184
0.8270597,0.69649804,1.7695228,2.0941389,0.35483167,1.4369509,1.1017666,1.5711423,2.4468195,0.64649844,69.312
1.0137868,0.98742664,2.4423678,1.3430125,0.47100577,1.828563,1.2958704,1.6704056,3.0510364,0.7590213,69.44
0.99083734,1.1142704,2.5758226,2.1380882,0.543495,1.9418554,1.3991412,1.7862095,3.308436,0.8887513,69.568
0.99483985,0.9147738,2.2720075,3.0615778,0.47946575,1.7951558,1.2102498,1.6327035,2.7515638,0.81028104,69.696
0.9115478,0.8368145,1.971433,3.46351,0.47098258,1.6454487,1.1573344,1.6768602,2.7968538,0.80792606,69.824
0.9973617,0.98099285,2.1207173,4.233117,0.5457399,1.754122,1.2147319,1.7704366,2.7791507,0.9491949,69.952
1.9789215,1.1749167,2.7026572,5.9825554,0.8074145,2.259827,1.4106368,1.7731059,3.4373186,1.1757088,70.08
1.7690295,1.105891,2.4826038,6.710684,0.7851971,2.1663754,1.295797,1.7657593,3.239955,1.1470735,70.208
3.070402,1.0976824,2.6559706,4.420064,0.660216,2.1028705,1.3817894,1.7502433,3.1227973,0.9410116,70.336
3.2716925,0.7559073,2.3589778,4.0859656,0.4738549,2.0501523,1.1610116,1.2969396,2.529496,0.6939413,70.464
0.88178957,0.64335877,1.9012845,2.363065,0.37032574,1.5464826,1.005367,1.0361669,2.5519202,0.6389196,70.592
0.8819903,0.6013871,1.9709138,1.3578621,0.32994947,1.6796933,0.9663763,1.1107363,2.3448732,0.535637,70.72
0.9487355,0.92127514,2.295589,1.8864545,0.4522738,1.812398,1.281027,1.7632546,3.0671623,0.7401575,70.848
0.2887553,0.30603614,0.6629726,2.0719173,0.11855403,0.56700665,0.45169178,1.3910519,1.3431844,0.3437076,70.976
0.33127713,0.32160446,0.7509578,1.952785,0.13580388,0.6494379,0.49490446,1.3636278,1.4399972,0.3622613,71.104
0.836554,0.61548007,2.095223,1.5336741,0.33166894,1.7124522,0.9883229,1.0153486,2.450486,0.52272177,71.232
0.6869954,0.5365775,1.977359,0.68916273,0.23947883,1.6035897,0.90806323,0.8775256,2.2626262,0.4151264,71.36
0.85430914,0.65401065,2.0404599,0.9918593,0.31374583,1.694767,1.0265505,1.3136407,2.4581475,0.54379165,71.488
0.77755314,0.579193,1.4802269,2.3130364,0.33289093,1.2896197,0.93228537,1.443607,2.3209782,0.60416454,71.616
0.44630206,0.3274491,0.85983276,2.5762987,0.16517277,0.75583637,0.53799456,1.1621579,1.400239,0.40058434,71.744
0.75051606,0.6825597,1.9801805,1.6798024,0.32295033,1.5618289,1.0604066,1.173501,2.569509,0.60650164,71.872
1.1525631,0.84217125,2.611297,3.3490715,0.47838804,2.2368069,1.2295465,1.4074596,2.5013719,0.68158466,72.0
1.2037628,1.2018596,2.8933246,3.0994349,0.62447214,2.2168796,1.4625672,1.8942177,3.1340954,0.98908615,72.128
1.1256088,1.1299391,2.8624587,3.5539997,0.53377527,2.1594057,1.3471003,1.7825222,2.696825,0.8611226,72.256
1.042689,1.175871,2.891545,2.154435,0.4757204,2.1031833,1.4053079,1.8338895,2.873716,0.8826823,72.384
1.1322082,0.9135385,2.770048,2.8733315,0.4286645,2.1183624,1.1998141,1.5512897,2.2905507,0.6722719,72.512
0.8150752,0.9775202,2.66245,0.71701413,0.28157893,1.9119692,1.1929195,1.8067375,2.5832863,0.63558495,72.64
0.9326564,0.9157795,2.6885805,1.7578852,0.33424443,1.979001,1.1145009,1.6296877,2.3688536,0.60718364,72.768
1.1234596,1.0948621,2.912468,2.508295,0.4865441,2.1362557,1.358653,1.8606129,2.8360496,0.7431471,72.896
1.1194009,1.3267919,3.088432,1.6598467,0.4666624,2.1680558,1.4639621,2.152246,2.9851763,0.81729114,73.024
1.2613332,1.2855728,3.1109035,2.9479775,0.5677426,2.253812,1.4729053,2.0484061,3.090317,0.91673726,73.152
0.9527821,1.0090324,2.711725,2.2485666,0.36784258,2.0918465,1.1841303,1.7618792,2.5146124,0.83496225,73.28
0.7768333,0.88071823,2.565925,0.88912654,0.23258485,1.9239943,1.0394255,1.4980348,2.0745075,0.70366985,73.408
0.8269219,0.74109083,2.6418128,1.618794,0.20660836,2.0850565,0.9987625,1.117085,1.6592203,0.57881,73.536
0.8228168,0.92264855,2.832531,1.2471457,0.21405566,2.2293427,1.0859609,1.3069413,1.8655134,0.66534346,73.664
1.3881449,1.1219935,3.3455813,5.553355,0.37365323,3.5741167,1.1615219,1.8864166,2.063059,0.90477717,73.792
1.2833401,1.3511894,3.275648,2.026675,0.38218397,2.6957054,1.3613461,2.2536318,2.382589,0.977651,73.92
1.1039568,1.2247845,3.0469635,1.4057736,0.34069538,2.3284109,1.3292651,2.1718988,2.421588,0.9330332,74.048
1.0447558,1.1210909,2.7587295,1.7931705,0.42991123,2.1388707,1.3348328,2.0052102,2.8157935,0.939445,74.176
0.56321204,0.59899384,1.4384214,2.0752845,0.22575176,1.2210796,0.84513265,1.5531352,1.9704366,0.6059932,74.304
0.24421334,0.23791523,0.52551085,1.7751162,0.08672653,0.49690208,0.36404935,1.3173776,1.1275525,0.300567,74.432
0.36069524,0.33557653,0.7827373,1.2216556,0.12459228,0.7172289,0.5379232,1.334812,1.47229,0.35355765,74.56
0.3790728,0.32949466,0.82826054,1.7120273,0.13708176,0.74781626,0.5191216,1.2362602,1.4505367,0.370486,74.688
0.24362484,0.2364541,0.56238997,1.5177538,0.08484519,0.50880754,0.38254836,1.2637213,1.0765413,0.27075118,74.816
0.8589682,0.8188157,2.2218218,0.96971047,0.32223305,1.706755,1.1596291,1.5842916,2.6282382,0.6056236,74.944
1.0118454,0.8719416,2.2889373,1.5035264,0.42513907,1.7688969,1.295372,1.7206475,2.9494076,0.6194407,75.072
1.0522237,0.71258277,2.0677493,2.9816794,0.4144139,1.647139,1.1732464,1.4456474,2.527536,0.5811224,75.2
0.8673002,0.81709015,2.421793,0.9577831,0.31782275,1.797415,1.1645998,1.4776561,2.6444314,0.55749524,75.328
0.7237028,0.53854656,2.2094727,0.9673459,0.19051766,1.6938128,0.9451957,0.9504715,1.6884346,0.32643566,75.456
0.72450686,0.6449957,2.3206797,0.6476691,0.19288327,1.7126883,0.99862146,1.1999505,1.9077396,0.39579725,75.584
0.9763471,0.7080935,2.520553,1.1092267,0.2970178,1.9759476,1.0914422,1.3207027,2.1813552,0.48636478,75.712
1.8154542,0.73354864,2.5140162,1.4764998,0.32596132,1.9420274,1.1481785,1.3556331,2.3300135,0.51140904,75.84
1.1498896,0.7280065,2.2355392,1.5386775,0.306342,1.7358978,1.1428728,1.362685,2.351752,0.54557055,75.968
1.0415115,0.5308503,1.7971954,3.4750135,0.3734883,1.6573837,0.9322046,1.0840545,2.1327486,0.5449186,76.096
0.7175347,0.5796572,1.4047854,1.992468,0.3113274,1.2358521,0.85730475,1.3258514,2.3345246,0.582935,76.224
0.5372287,0.41220614,1.0384699,2.538515,0.22255878,0.928112,0.68586826,1.2512071,1.8406975,0.46136808,76.352
0.5519488,0.5274047,1.1195691,1.8204298,0.22079246,0.93061054,0.7952011,1.5456281,1.9999944,0.51359934,76.48
1.1974082,0.96805376,2.3891714,3.5190704,0.58278996,1.8794752,1.3200306,1.6022335,2.9645762,0.7755554,76.608
0.7839539,0.8748622,2.3995955,0.96650124,0.29422495,1.7435338,1.135386,1.4370637,2.609328,0.60182565,76.736
0.74598634,0.8100673,2.4841528,0.8881971,0.22600663,1.8124951,1.0865002,1.4775522,2.270381,0.5098977,76.864
0.9011104,0.82990277,2.6451788,0.8668455,0.23770659,1.9888918,1.1456417,1.61684,1.9926549,0.51709867,76.992
0.9417056,0.836785,2.4977725,1.0843719,0.3056316,1.9488945,1.1844686,1.8016958,2.3832283,0.5955583,77.12
0.73817337,0.73863834,2.041278,0.8677106,0.27404192,1.6200283,1.1155572,1.6306874,2.3835256,0.5604531,77.248
0.38332787,0.34549344,0.8744574,1.428849,0.12379343,0.7824865,0.5748817,1.306504,1.3940321,0.34959468,77.376
0.33104238,0.26048392,0.6976552,1.8369665,0.10731265,0.62812275,0.47748005,1.0528293,1.0203993,0.29396805,77.504
0.5567675,0.5335543,1.2018023,2.2087126,0.19707294,1.0897624,0.7400772,1.3107073,1.3778431,0.6484571,77.632
1.0641465,0.76731366,2.4464052,2.9435403,0.35579696,2.0730474,1.1241983,1.4179202,1.9350299,0.69261545,77.76
1.096732,0.930488,2.7557013,3.2726405,0.370112,2.3633323,1.2048476,1.7996526,2.0751483,0.7513563,77.888
0.8693658,0.8392627,2.6121442,1.2549372,0.19856477,2.1694655,1.1361403,1.792899,1.6049721,0.6140639,78.016
0.7827888,0.96954703,2.7622304,0.83994555,0.17684133,2.116292,1.1225863,1.9961481,1.7120377,0.62879735,78.144
0.8519693,0.9962615,2.771279,1.3201274,0.22382548,2.0591373,1.163446,1.957965,1.8178618,0.6336018,78.272
0.9282825,1.1930847,2.9872363,0.8390764,0.290862,2.1714406,1.291951,2.0599384,2.3402371,0.82417464,78.4
1.0041474,1.0928774,2.8643723,1.5470412,0.3551874,2.1099408,1.3643022,1.9532237,2.382196,0.7365542,78.528
1.1164827,1.1861434,2.7693,3.1894917,0.5370779,2.131141,1.5029556,1.9611266,2.8469,0.97336745,78.656
0.98335314,1.0039623,2.3662887,2.266394,0.48407757,1.8630306,1.3565167,1.8323044,2.87748,0.8471036,78.784
0.22262478,0.26409778,0.4909163,2.0085824,0.074604586,0.46051276,0.36673218,1.4936574,1.0019071,0.2995477,78.912
0.076053314,0.079662725,0.1490536,1.2100435,0.0318352,0.16458893,0.17173988,0.8563204,0.38086975,0.11201065,79.04
0.5900158,0.58169615,1.6416147,0.9382186,0.20514572,1.2988434,0.90003395,1.2482455,1.8340143,0.4672972,79.168
0.7226424,0.6377567,2.3974776,0.59799194,0.21275927,1.8197179,1.0899225,0.9777452,1.9040316,0.41709152,79.296
0.6667044,0.5694221,2.4990196,0.8146666,0.1475516,1.8466094,1.0000393,0.79441047,1.4252132,0.32856077,79.424
0.61918175,0.5524776,2.424149,0.70815367,0.12548342,1.7055964,0.9822631,0.7843138,1.1444594,0.28060025,79.552
0.9773578,0.9315232,2.9236975,1.0478332,0.26760796,2.1672635,1.2537563,1.6874112,2.0091293,0.5462127,79.68
1.1251674,0.99127424,3.065394,1.7560811,0.33131692,2.2024271,1.3504366,1.722573,2.0381005,0.52365696,79.808
0.8994694,1.0629971,2.9509573,0.8313678,0.24981691,2.0657234,1.3098292,1.8768457,2.0794134,0.58641464,79.936
0.90508896,0.8263076,2.686912,1.0161219,0.24525492,1.9790101,1.1993127,1.5976472,1.856818,0.5142181,80.064
0.91897535,0.8442739,2.6473799,1.119266,0.28773585,1.9530046,1.2045144,1.5583762,2.0317152,0.5427884,80.192
0.87295836,0.7485828,2.396457,1.1568499,0.301323,1.8578204,1.1159005,1.4758445,2.172226,0.5369776,80.32
0.9719713,0.8068082,2.3819766,1.4147979,0.38493755,1.8439914,1.2035214,1.5265176,2.4019322,0.6126344,80.448
0.67489505,0.5751343,1.5077341,1.8781561,0.23941234,1.2246509,0.9246168,1.388282,1.683735,0.4837032,80.576
0.66177034,0.5924887,1.3836579,2.4466271,0.2459017,1.1100426,0.8903525,1.4813746,1.6490283,0.58773303,80.704
1.0923543,0.8705806,2.404008,2.865447,0.47085416,1.6942774,1.3021293,1.4369278,2.18039,0.6597628,80.832
1.0484927,1.0783787,2.6243162,2.260849,0.47726417,1.9053333,1.3942145,1.7850306,2.5628548,0.79356533,80.96
1.1815395,1.0331188,2.6332493,1.7518408,0.4331431,1.8175251,1.4295518,1.6895586,2.3490834,0.6750334,81.088
1.2216998,1.099985,2.5183756,3.8897026,0.5774802,1.8570144,1.4922696,1.7144672,2.5670187,0.87538487,81.216
1.0787312,0.99917173,2.4412892,3.0823817,0.5079689,1.7396479,1.3887037,1.5703449,2.4658475,0.7897407,81.344
0.7807193,0.67844975,1.7398599,2.1633556,0.2995456,1.348855,1.118424,1.4560859,2.0020242,0.5868794,81.472
0.883335,0.66933864,1.7798709,2.7248032,0.3316643,1.377844,1.1197739,1.3409939,1.7622372,0.5796724,81.6
0.9706799,0.91292584,2.3442578,2.449797,0.3827421,1.6947994,1.3255923,1.469314,1.9809072,0.69555783,81.728
0.9289293,0.84859836,2.6302035,1.8307186,0.31973696,1.8779504,1.2879854,1.4012544,1.8392303,0.52296096,81.856
0.9582329,0.97784126,2.6898181,2.0565448,0.3780418,1.9074152,1.4026532,1.5573666,2.0705378,0.6537341,81.984
0.82824796,0.66874254,1.8915744,2.3503199,0.28204688,1.4682735,1.1506479,1.4000219,1.7277504,0.50481397,82.112
0.8425459,0.67127633,1.8273026,2.4155858,0.32895225,1.444029,1.1488379,1.4276673,2.0223105,0.57111144,82.24
0.6180699,0.50781196,1.344062,1.6375761,0.22145544,1.0863281,0.85548544,1.3255322,1.7117198,0.44367352,82.368
0.283338,0.25281054,0.61596626,1.3601673,0.08717167,0.5502184,0.4138954,1.2568662,0.9432735,0.2854785,82.496
0.42374828,0.35144582,1.0210054,1.5708388,0.13034971,0.8382908,0.61069584,1.0524784,1.0393615,0.3315673,82.624
0.7660937,0.61817056,2.2180226,1.3286787,0.20735087,1.6882467,1.104722,1.2391768,1.3676971,0.41372642,82.752
1.0903354,0.778936,2.6147106,1.1644912,0.2944111,1.9467857,1.2844238,1.504655,1.6133723,0.5046443,82.88
1.1893487,0.8932308,2.7443492,1.6185228,0.32307783,1.9853421,1.4092652,1.6283677,1.7298467,0.5813175,83.008
0.96528924,0.86498743,2.642623,1.0162686,0.25266692,1.8180571,1.303582,1.5686387,1.6345749,0.49351513,83.136
0.9524379,0.79571056,2.603082,1.2478863,0.26197812,1.9313948,1.3156998,1.56762,1.6767052,0.47545075,83.264
0.93569297,0.7418687,2.355697,1.2820714,0.2942785,1.7679052,1.3286636,1.4389971,1.755405,0.49807397,83.392
0.42501336,0.39240295,0.99277043,1.1467878,0.119745135,0.82217234,0.69863904,1.4300138,1.1937801,0.3620837,83.52
0.4559582,0.41124824,1.008695,1.7690266,0.13386676,0.8029102,0.74276346,1.407791,1.2310659,0.3961188,83.648
0.3553331,0.32438427,0.8005793,1.505014,0.10533391,0.66242903,0.60455096,1.312682,1.0482398,0.31142765,83.776
0.31941506,0.24710096,0.64821655,1.4793613,0.08678416,0.56851083,0.50192297,1.1700095,0.8131997,0.27990854,83.904
0.43526417,0.3726389,1.1902692,1.0610741,0.14024416,0.9884757,0.70489335,0.84883344,1.181274,0.3491097,84.032
0.72383314,0.6024008,2.1529133,1.1465812,0.21234395,1.6486411,1.0755064,0.8439946,1.4947861,0.42542395,84.16
1.1060401,1.0932107,2.9240763,2.4660707,0.45896953,2.0989785,1.6413195,1.5832579,2.1971729,0.8275954,84.288
1.2245882,1.1544349,2.886655,3.0786633,0.48836404,2.0238397,1.6274412,1.8228633,2.1546385,0.83688205,84.416
1.3530718,1.381314,3.175515,4.097467,0.5885536,2.2724848,1.8223178,1.8604985,2.2033165,1.2663295,84.544
1.0711893,1.1272992,2.8571746,1.7976007,0.29659963,2.1358407,1.3969699,1.6619207,1.5118873,0.9074431,84.672
0.6771827,0.7493332,2.2141647,1.2129097,0.17521758,1.6199746,1.091922,1.0039952,1.0572048,0.69452834,84.8
0.33688793,0.33979794,1.2108909,0.3044831,0.083537735,0.73071545,0.73002654,0.44621786,0.47998226,0.3290039,84.928
0.8394744,0.72949725,2.2599638,2.3294318,0.2285176,1.5958562,1.1344079,0.9807491,1.0715752,0.66801953,85.056
1.0502009,0.9837012,2.9295025,2.8597643,0.2815654,2.2436557,1.4020752,1.576946,1.3325058,0.76769716,85.184
0.9179601,1.1648539,2.908318,1.3782558,0.24746454,2.1773126,1.4069979,1.903005,1.5724703,0.9007873,85.312
